🍓大姐姐一,#genre#
MC水公主求求你给点力DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0501/2024%20MC%E6%B0%B4%E5%85%AC%E4%B8%BB%20-%20%E6%B1%82%E6%B1%82%E4%BD%A0%E7%BB%99%E7%82%B9%E5%8A%9BDJ.mp4
MC水公主画心DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0301/2024%20MC%E6%B0%B4%E5%85%AC%E4%B8%BB%20-%20%E7%94%BB%E5%BF%83DJ%20%E6%88%98%E6%AD%8C%E7%BD%91%E5%96%8A%E9%BA%A6.mp4
MC佳瑶香奈儿DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0420/MC%E4%BD%B3%E7%91%B6%20-%20%E9%A6%99%E5%A5%88%E5%84%BFdj.mp4
MC佳瑶让我们疯狂起来,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0635/MC%E4%BD%B3%E7%91%B6%20-%20%E8%AE%A9%E6%88%91%E4%BB%AC%E7%96%AF%E7%8B%82%E8%B5%B7%E6%9D%A5dj.mp4
MC佳瑶像男人一样去战斗,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0420/MC%E4%BD%B3%E7%91%B6%20-%20%E5%83%8F%E7%94%B7%E4%BA%BA%E4%B8%80%E6%A0%B7%E5%8E%BB%E6%88%98%E6%96%97dj.mp4
MC佳瑶守国门,https://320.82dj.com/hanmaidj/64Kbps/linglei/2025/0115/CF%E4%BD%B3%E7%91%B6%20-%20%E5%AE%88%E5%9B%BD%E9%97%A8.mp4
MC佳瑶繁星点点,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0115/MC%E4%BD%B3%E7%91%B6%20-%20%E7%B9%81%E6%98%9F%E7%82%B9%E7%82%B9dj.mp4
MC佳瑶功勋,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/1210/2025CF%E4%BD%B3%E7%91%B6%20-%20%E5%8A%9F%E5%8B%8B.mp4
MC佳瑶江归江山归山,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/1210/2025CF%E4%BD%B3%E7%91%B6%20-%20%E6%B1%9F%E5%BD%92%E6%B1%9F%E5%B1%B1%E5%BD%92%E5%B1%B1.mp4
MC佳瑶音乐海洋,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/2025%20MC%E4%BD%B3%E7%91%B6%20-%20138%E6%88%98%E6%AD%8C%E7%BD%91%E9%9F%B3%E4%B9%90%E6%B5%B7%E6%B4%8B.mp4
MC佳瑶爆音等一个晴天,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/2025%20MC%E4%BD%B3%E7%91%B6%20-%20%E7%88%86%E9%9F%B3%20%E7%AD%89%E4%B8%80%E4%B8%AA%E6%99%B4%E5%A4%A9dj.mp4
MC佳瑶https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024%20MC%E4%BD%B3%E7%91%B6%20-%20YY%E7%9A%87%E6%97%8F%E5%A4%A9%E8%B5%90come%20on%20be%20my%20baby.mp4come on be my baby,
MC佳瑶黑鹰传奇,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/MC%E4%BD%B3%E7%91%B6%20-%20%E9%BB%91%E9%B9%B0%E4%BC%A0%E5%A5%87%20%E6%BF%80%E6%83%85%E6%88%98%E6%AD%8C%E5%86%8D%E7%8E%B0.mp4
MC佳瑶美美哒,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0802/2024%20MC%E4%BD%B3%E7%91%B6%20-%20%E7%BE%8E%E7%BE%8E%E5%93%92.mp4
MC佳瑶口哨舞,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0802/2024MC%E4%BD%B3%E7%91%B6%20-%20%E5%8F%A3%E5%93%A8%E8%88%9E%E6%9B%B2.mp4
MC佳瑶沈阳红番区巴扎嘿,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/0719/2024%20MC%E4%BD%B3%E7%91%B6%20-%20%E6%B2%88%E9%98%B3%E7%BA%A2%E7%95%AA%E5%8C%BA%E5%B7%B4%E6%89%8E%E5%98%BF.mp4
MC佳瑶亲爱的对不起,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/0719/2024MC%E4%BD%B3%E7%91%B6%20-%20%E4%BA%B2%E7%88%B1%E7%9A%84%20%E5%AF%B9%E4%B8%8D%E8%B5%B7.mp4
MC佳瑶盛夏光年DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0519/2024%20MC%E4%BD%B3%E7%91%B6%20-%20%E7%9B%9B%E5%A4%8F%E5%85%89%E5%B9%B4DJ.mp4
MC佳瑶火红的萨日朗DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0501/2024%20MC%E4%BD%B3%E7%91%B6%20-%20%E7%81%AB%E7%BA%A2%E7%9A%84%E8%90%A8%E6%97%A5%E6%9C%97DJ%20%E4%B8%AD%E6%96%87%E5%95%86%E4%B8%9A%E5%96%8A%E9%BA%A6.mp4
MC小可爱杜甫杜甫你别哭,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0635/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E6%9D%9C%E7%94%AB%E6%9D%9C%E7%94%AB%E4%BD%A0%E5%88%AB%E5%93%ADDJ.mp4
MC小可爱路灯下的大女孩,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0635/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E8%B7%AF%E7%81%AF%E4%B8%8B%E7%9A%84%E5%A4%A7%E5%A5%B3%E5%AD%A9.mp4
MC小可爱屌丝得爱,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0635/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E5%B1%8C%E4%B8%9D%E5%BE%97%E7%88%B1%20%E4%B8%AD%E6%96%87%E5%96%8A%E9%BA%A6DJ.mp4
MC小可爱繁星点点,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0420/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E7%B9%81%E6%98%9F%E7%82%B9%E7%82%B9.mp4
MC小可爱羡慕嫉妒恨,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0420/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E7%BE%A1%E6%85%95%E5%AB%89%E5%A6%92%E6%81%A8dj.mp4
MC小可爱爱火DJ喊麦,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0115/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E7%88%B1%E7%81%AB%20dj%20%E5%96%8A%E9%BA%A6%20.mp4
MC小可爱抽烟只抽煊赫门,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/0810/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E6%8A%BD%E7%83%9F%E5%8F%AA%E6%8A%BD%E7%85%8A%E8%B5%AB%E9%97%A8%20(DJ%E7%89%88).mp4
MC小可爱握不住我手中沙,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0115/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E6%8F%A1%E4%B8%8D%E4%BD%8F%E6%88%91%E6%89%8B%E4%B8%AD%E6%B2%99%20.mp4
MC小可爱出卖我DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/2025%20MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E5%87%BA%E5%8D%96%E6%88%91dj.mp4
MC小可爱爱在发烧,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E7%88%B1%E5%9C%A8%E5%8F%91%E7%83%A7.mp4
MC小可爱策马奔腾,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E7%AD%96%E9%A9%AC%E5%A5%94%E8%85%BE%20.mp4
MC小可爱卜卦DJ版,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E5%8D%9C%E5%8D%A6(DJ%E7%89%88).mp4
MC小可爱爱上离婚的女人,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E7%88%B1%E4%B8%8A%E7%A6%BB%E5%A9%9A%E7%9A%84%E5%A5%B3%E4%BA%BA.mp4
MC小可爱哥们DJ喊麦版,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0925/2024%20MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E5%93%A5%E4%BB%ACDJ%E5%96%8A%E9%BA%A6%E7%89%88.mp4
MC小可爱回家陪爸妈,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0925/2024MC%E5%B0%8F%E5%8F%AF%E7%88%B1%20-%20%E5%9B%9E%E5%AE%B6%E9%99%AA%E7%88%B8%E5%A6%88.mp4
MC小诺你到底有没有,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0635/MC%E5%B0%8F%E8%AF%BA%20-%20%E4%BD%A0%E5%88%B0%E5%BA%95%E6%9C%89%E6%B2%A1%E6%9C%89%E7%88%B1%E8%BF%87%E6%88%91%20%E5%96%8A%E9%BA%A6DJ%E7%BD%91.mp4
MC小诺姑娘跟我走DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1010/2024%20MC%E5%B0%8F%E8%AF%BA%20-%20%E4%B8%AD%E6%96%87%E5%8D%95%E6%9B%B2%E5%96%8A%E9%BA%A6%20%E5%A7%91%E5%A8%98%E8%B7%9F%E6%88%91%E8%B5%B0DJ%20%E5%96%8A%E9%BA%A6DJ%E7%BD%91.mp4
MC小诺一万个舍不得,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0635/MC%E5%B0%8F%E8%AF%BA%20-%20%E4%B8%80%E4%B8%87%E4%B8%AA%E8%88%8D%E4%B8%8D%E5%BE%97%20%E5%96%8A%E9%BA%A6DJ%E7%BD%91.mp4
MC小诺一声兄弟一生兄弟,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0802/2024%20MC%E5%B0%8F%E8%AF%BA%20-%20%E4%B8%80%E5%A3%B0%E5%85%84%E5%BC%9F%E4%B8%80%E7%94%9F%E5%85%84%E5%BC%9F.mp4
MC小月陪你到底DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0635/Mc%E5%B0%8F%E6%9C%88%20-%20%E9%99%AA%E4%BD%A0%E5%88%B0%E5%BA%95DJ.mp4
MC小月朋友的酒DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0635/MC%E5%B0%8F%E6%9C%88%20-%20%E6%9C%8B%E5%8F%8B%E7%9A%84%E9%85%92DJ.mp4
MC小月唱着情歌流着泪DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0420/Mc%E5%B0%8F%E6%9C%88%20-%20%E5%94%B1%E7%9D%80%E6%83%85%E6%AD%8C%E6%B5%81%E7%9D%80%E6%B3%AADJ.mp4
MC小月醒不来的梦,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0420/Mc%E5%B0%8F%E6%9C%88%20-%20%E9%86%92%E4%B8%8D%E6%9D%A5%E7%9A%84%E6%A2%A6.mp4
MC小月狂浪DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0115/Mc%E5%B0%8F%E6%9C%88%20-%20%E7%8B%82%E6%B5%AADJ.mp4
MC小月君不知DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0115/Mc%E5%B0%8F%E6%9C%88%20-%20%E5%90%9B%E4%B8%8D%E7%9F%A5DJ.mp4
MC小月38度6DJ喊麦,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1010/2024%20Mc%E5%B0%8F%E6%9C%88%20-%2038%E5%BA%A66DJ%E5%96%8A%E9%BA%A6.mp4
MC小月拥抱着你的离去DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0802/2024%20Mc%E5%B0%8F%E6%9C%88%20-%20%E6%8B%A5%E6%8A%B1%E7%9D%80%E4%BD%A0%E7%9A%84%E7%A6%BB%E5%8E%BBDJ.mp4
MC小月预谋DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0802/2024Mc%E5%B0%8F%E6%9C%88%20-%20%E9%A2%84%E8%B0%8BDJ.mp4
MC小月盗心贼DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0715/2024MC%E5%B0%8F%E6%9C%88%20-%20%E7%9B%97%E5%BF%83%E8%B4%BCDJ.mp4
MC小月中文女声喊麦DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0615/MC%E5%B0%8F%E6%9C%88%20-%20%E7%B2%97%E5%8F%A3DJ.mp4
MC小月一人我饮酒醉,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/0605/Mc%E5%B0%8F%E6%9C%88%20-%20%E7%88%86%E9%9F%B3%E4%B8%80%E4%BA%BA%E6%88%91%E9%A5%AE%E9%85%92%E9%86%89.mp4
MC小月百花香DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0519/2024MC%E5%B0%8F%E6%9C%88%20-%20%E7%99%BE%E8%8A%B1%E9%A6%99DJ.mp4
MC小月闯天涯DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0512/2024MC%E5%B0%8F%E6%9C%88%20-%20%E9%97%AF%E5%A4%A9%E6%B6%AFDJ.mp4
MC小月够兄弟DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0519/2024%20MC%E5%B0%8F%E6%9C%88%20-%20%E5%A4%9F%E5%85%84%E5%BC%9FDJ.mp4
MC牙牙乐闯码头,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024%20MC%E7%89%99%E7%89%99%E4%B9%90%20-%20%E9%97%AF%E7%A0%81%E5%A4%B4.mp4
麦铛铛站着坐着都想你,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0420/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E7%AB%99%E7%9D%80%E5%9D%90%E7%9D%80%E9%83%BD%E6%83%B3%E4%BD%A0DJ.mp4
麦铛铛叽咕叽咕,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/2025MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E7%94%B5%E9%9F%B3%E6%97%8B%E5%BE%8B%20%E5%8F%BD%E5%92%95%E5%8F%BD%E5%92%95.mp4
麦铛铛大雨还在下DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0115/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%A4%A7%E9%9B%A8%E8%BF%98%E5%9C%A8%E4%B8%8BDJ.mp4
麦铛铛爱囚DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0115/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E7%88%B1%E5%9B%9ADJ.mp4
麦铛铛死去活来,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E6%AD%BB%E5%8E%BB%E6%B4%BB%E6%9D%A5.mp4
麦铛铛天后DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%A4%A9%E5%90%8EDJ.mp4
麦铛铛那那那DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E7%88%B1%E4%BD%A0%E5%9D%9A%E6%8C%81%E5%88%B0%E6%9C%80%E5%90%8E%20%E9%82%A3%E9%82%A3%E9%82%A3dj.mp4
麦铛铛妹妹像朵花DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%A6%B9%E5%A6%B9%E5%83%8F%E6%9C%B5%E8%8A%B1DJ.mp4
麦铛铛霸气回荡激情爆音,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E9%9C%B8%E6%B0%94%E5%9B%9E%E8%8D%A1%E6%BF%80%E6%83%85%E7%88%86%E9%9F%B3MC%E7%88%B1%E4%B8%8A%E6%88%91%E8%88%9E%E6%9B%B2%E7%BD%91.mp4
麦铛铛土豪我们做朋友DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1010/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%9C%9F%E8%B1%AA%E6%88%91%E4%BB%AC%E5%81%9A%E6%9C%8B%E5%8F%8BDJ.mp4
麦铛铛蜗牛与黄鹂鸟DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1010/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E8%9C%97%E7%89%9B%E4%B8%8E%E9%BB%84%E9%B9%82%E9%B8%9FDJ.mp4
麦铛铛爱火DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0802/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E7%88%B1%E7%81%AB.mp4
麦铛铛重低音英文电音,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0802/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E9%87%8D%E4%BD%8E%E9%9F%B3%E8%8B%B1%E6%96%87%E7%94%B5%E9%9F%B3%E5%96%8A%E9%BA%A6%20%E8%B5%B5%E5%9B%9B%E5%B0%8F%E5%93%81%E5%BC%80%E5%9C%BA.mp4
麦铛铛啪啪啪,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/0719/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%95%AA%E5%95%AA%E5%95%AA.mp4
麦铛铛不醉DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0728/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E4%B8%8D%E9%86%89DJ.mp4
麦铛铛电音音乐电波,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0715/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E7%94%B5%E9%9F%B3%E9%9F%B3%E4%B9%90%E7%94%B5%E6%B3%A2%20%E5%86%B0%E9%9B%AA%E5%A8%B1%E4%B9%90%E7%BD%91.mp4 
麦铛铛两只小蜜蜂DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0715/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E4%B8%A4%E5%8F%AA%E5%B0%8F%E8%9C%9C%E8%9C%82DJ.mp4
麦铛铛卜卦DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0519/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%8D%9C%E5%8D%A6DJ.mp4
麦铛铛冬天里的一把火,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0501/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%86%AC%E5%A4%A9%E9%87%8C%E7%9A%84%E4%B8%80%E6%8A%8A%E7%81%AB(DJ%E7%89%88)%20%E4%B8%AD%E6%96%87%E5%95%86%E4%B8%9A%E5%96%8A%E9%BA%A6.mp4
麦铛铛饿狼传说DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0501/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E9%A5%BF%E7%8B%BC%E4%BC%A0%E8%AF%B4DJ%20%E4%B8%AD%E6%96%87%E5%95%86%E4%B8%9A%E5%96%8A%E9%BA%A6.mp4
麦铛铛繁星点点DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0501/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E7%B9%81%E6%98%9F%E7%82%B9%E7%82%B9DJ%20%E6%96%B0%E5%B9%B4%E7%A5%9D%E7%A6%8F%E5%96%8A%E9%BA%A6.mp4
麦铛铛出卖我DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0301/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%87%BA%E5%8D%96%E6%88%91DJ%20%E5%86%B0%E9%9B%AA%E5%A8%B1%E4%B9%90%E7%BD%91.mp4
麦铛铛大情歌DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0301/MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%A4%A7%E6%83%85%E6%AD%8CDJ%20MC%E8%88%9E%E6%9B%B2%E7%BD%91.mp4
麦铛铛带你潇洒带你嗨DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0301/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E5%B8%A6%E4%BD%A0%E6%BD%87%E6%B4%92%E5%B8%A6%E4%BD%A0%E5%97%A8DJ%20%E4%B8%AD%E6%96%87%E5%95%86%E4%B8%9A%E5%96%8A%E9%BA%A6.mp4
麦铛铛李白DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0605/2024%20MC%E9%BA%A6%E9%93%9B%E9%93%9B%20-%20%E6%9D%8E%E7%99%BDDJ%20%E4%B8%AD%E6%96%87DJ%E8%88%9E%E6%9B%B2%E5%96%8A%E9%BA%A6.mp4
七羽红日粤语,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0420/Mc%E4%B8%83%E7%BE%BD%20-%20%E7%BA%A2%E6%97%A5%E7%B2%A4%E8%AF%AD%E6%AD%8C%E5%96%8A%E9%BA%A6.mp4
七羽男人花DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/2025MC%E4%B8%83%E7%BE%BD%20-%20%E7%94%B7%E4%BA%BA%E8%8A%B1DJ%E4%B8%AD%E6%96%87%E5%96%8A%E9%BA%A6.mp4
七羽金达莱花DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/MC%E4%B8%83%E7%BE%BD%20-%20%E9%87%91%E8%BE%BE%E8%8E%B1%E8%8A%B1DJ%E7%88%86%E9%9F%B3%E5%96%8A%E9%BA%A6.mp4
七羽冬天里的一把火,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024MC%E4%B8%83%E7%BE%BD%20-%20%E5%86%AC%E5%A4%A9%E9%87%8C%E7%9A%84%E4%B8%80%E6%8A%8A%E7%81%ABdj.mp4
七羽黄昏DJ,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0728/MC%E4%B8%83%E7%BE%BD%20-%20%E9%BB%84%E6%98%8FDJ%20%E8%80%81%E6%AD%8C%E5%96%8A%E9%BA%A6.mp4
七羽广告歌,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/0501/MC%E4%B8%83%E7%BE%BD%20-%20%E5%B9%BF%E5%91%8A%E6%AD%8C.mp4
七羽来生不分手,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0301/MC%E4%B8%83%E7%BE%BD%20-%20%E6%9D%A5%E7%94%9F%E4%B8%8D%E5%88%86%E6%89%8B%20%E5%B9%B8%E7%A6%8F%E6%91%A9%E5%A4%A9%E8%BD%AE.mp4
七羽王者荣耀喊麦,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/0724/2024%20MC%E4%B8%83%E7%BE%BD%20-%20%E7%8E%8B%E8%80%85%E8%8D%A3%E8%80%80%E5%96%8A%E9%BA%A6%20%E7%8E%8B%E8%80%85%E5%BD%92%E6%9D%A5.mp4
七羽将军与妓,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/0514/MC%E4%B8%83%E7%BE%BD%20-%20%E5%B0%86%E5%86%9B%E4%B8%8E%E5%A6%93.mp4
七羽再见当初那份爱,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/1101/MC%E4%B8%83%E7%BE%BD%20MC%E8%B5%B5%E5%B0%8F%E6%B6%A3%20-%20%E5%86%8D%E8%A7%81%E5%BD%93%E5%88%9D%E9%82%A3%E4%BB%BD%E7%88%B1.mp4
牙牙乐闯码头,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024%20MC%E7%89%99%E7%89%99%E4%B9%90%20-%20%E9%97%AF%E7%A0%81%E5%A4%B4.mp4
牙牙乐七滴眼泪,https://320.82dj.com/hanmaidj/64Kbps/linglei/2024/1101/MC%E7%89%99%E7%89%99%E4%B9%90%20-%20%E4%B8%83%E6%BB%B4%E7%9C%BC%E6%B3%AA.mp4
牙牙乐温柔与霸道,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/2024%20MC%E7%89%99%E7%89%99%E4%B9%90%20-%20%E6%B8%A9%E6%9F%94%E4%B8%8E%E9%9C%B8%E9%81%93.mp4
牙牙乐没有钱你会爱我吗,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2025/0115/MC%E7%89%99%E4%B9%90%20-%20%E6%B2%A1%E6%9C%89%E9%92%B1%E4%BD%A0%E4%BC%9A%E7%88%B1%E6%88%91%E5%90%97.mp4
六月对错DJ版喊麦,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/2025%20MC%E5%85%AD%E6%9C%88-%20%E5%AF%B9%E9%94%99DJ%E7%89%88%E5%96%8A%E9%BA%A6.mp4
六月飞吖飞喊麦,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/2025MC%E5%85%AD%E6%9C%88%20-%20%E9%A3%9E%E5%90%96%E9%A3%9E%20%E5%96%8A%E9%BA%A6DJ%E7%BD%91.mp4
六月师徒连麦,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1210/MC6%E6%9C%88%20MC%E6%B0%B4%E9%9D%99%E8%8A%B7%20-%20%E4%B8%8E%E7%BE%8E%E5%A5%B3%E7%88%B1%E5%BE%92%20%E5%B8%88%E5%BE%92%E8%BF%9E%E9%BA%A6%E5%96%8A%E9%BA%A6.mp4
六月激情水毒,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/MC%E5%85%AD%E6%9C%88%20-%20%E6%BF%80%E6%83%85%E6%B0%B4%E6%AF%92%20%E8%8A%99%E8%93%89%E5%87%BA%E6%B0%B4%20%E9%9F%A9%E6%AF%92%20%E6%9D%A5%E7%94%9F%E4%B8%8D%E5%88%86%E6%89%8B.mp4
六月金哒莱花,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1101/MC%E5%85%AD%E6%9C%88%20-%20%E9%87%91%E5%93%92%E8%8E%B1%E8%8A%B1.mp4
六月爱音乐,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/1010/2024%20MC%E5%85%AD%E6%9C%88%20-%20%E7%88%B1%E9%9F%B3%E4%B9%90.mp4
六月爱上你我傻乎乎,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0925/2024MC%E5%85%AD%E6%9C%88%20-%20%E7%88%B1%E4%B8%8A%E4%BD%A0%E6%88%91%E5%82%BB%E4%B9%8E%E4%B9%8Edj%E7%89%88.mp4
六月不要在脸上流下眼泪,https://320.82dj.com/hanmaidj/64Kbps/mchanmai/2024/0802/2024%20MC%E5%85%AD%E6%9C%88%20-%20%E4%B8%8D%E8%A6%81%E5%9C%A8%E8%84%B8%E4%B8%8A%E6%B5%81%E4%B8%8B%E7%9C%BC%E6%B3%AA.mp4
